BN2.Full	EZB.Full	MCD.Full	N1.Full	SDT.Full	A53.Full
0.983494950118131	0.237101106872427	0.000907375489163518	0	0	0
0	0	0.00169329018301716	0	0.189741115165317	0.00745006707196022
0	0	0.101257254734602	0	0	0.0339757394071099
0	0.507355062498275	0	0.99958192479658	0	0
0.22832345366295	0	0.00651677950920666	0.432938179205768	0.0295909871213944	0
0.999663563764374	0	0.0682083517253738	0	0.0208932776112881	0.000849916428320554
0	0	0.00156606544053419	0	0	0
0	0	0.00429499315877586	0	0	0.423397536000048
0	0	0.00280259137155512	0	0	0
0	0	0.989007238099629	0	0	0.0673171598812247
0.063094098155629	0	0.998697134169751	0	0	0.0865569304386846
0.355267233379258	0	0	0	0	0
0	0	0.00239944946485393	0	0	0
0	0	0	0.996157685723156	0	0.017388199279852
0	0	0.996040947502834	0	0.315955548237369	0.43750867380528
0	0	0.000166549171149216	0	0	0.999999606930815
0	0	0	0	0	0.629369167642712
0	0	0.00217328621082867	0	0	0
0.999945026274123	0.0837110222750891	0.960056061804488	0	0	0
0	0.138008855058903	0.999999039941629	0	0.664792176661142	0
0.974955506108832	0	0	0	0	0
0	0	0.999999988663351	0	0	0.939673038492252
0	0	0.009877184034951	0	0	0
0	0	0.0679232655728999	0	0	0
0	0	0	0.996157685723156	0	0
0.99699677234516	0.180047311041712	0.0258773180372401	0	0	0
0	0	0.536165907450721	0	0	0.00585519059697277
0	0	0.999999111373104	0	0.0174724052044625	0.0229923392494748
0	0	0.999960538188657	0	0	0.0032204193743223
0	0	0.136964513240001	0	0.0685055377741521	0.519680575044414
0	0	0.999999999789001	0	0.0683532510280768	0
0	0	0.00610853007125792	0	0	0.166843956987367
0	0	0.998285224409759	0	0	0
0	0	0.0112578922591569	0	0	0.00961356734295845
0.729868617153156	0	0.979730435590014	0	0.0333970591786444	0
0.340633344057072	0	0.000539164256831614	0	0	0
0.0733972136594015	0.129698275333354	0.999999948934483	0	0.00949365251709677	0
0	0	0.99999931355476	0	0	0
0.999935078628724	0	0.996895373538973	0	0	0.00953180620864178
0	0.0568718134954802	0.0246671900180886	0	0	0
0.562565707231544	0	0	0	0	0.168157690167555
0	0	0.647610967088659	0	0	0.00913563630324891
0.261073485261565	0	0.000243622853946526	0	0	0.00384471211488656
0.40751305752927	0	0.763243506848513	0	0	0.00137221144094441
0	0	0.000485711439595557	0	0	0.0479156537089796
0.999409694891822	0	0.0184851229603048	0	0	0
0	0	0	0	0	0.390157158362978
0.676459086211593	0	0.999999997339928	0	0.405904625422558	0.00168659576041399
0.908315659049317	0.0568718134954802	0.893981522511645	0	0.120918445187455	0
0	0.167832781563234	0.999987096592127	0	0.0094630734370312	0.00498783597362974
0	0	0.999998417445908	0	0	0.99820812809704
0	0	0.999994363277842	0	0	0
0	0	0.999082444844589	0	0.629167588004646	0
0	0	0.00344601648864121	0.998962768332618	0.0391060049013054	0.156199504090631
0	0.190876496000591	0.000562763182995379	0	0	0.13259506506077
0	0	0.00156743074319936	0	0	0.0143961523705777
0	0	0	0	0	0
0.996193652083303	0	0.0195846055021624	0	0	0.0241206899276755
0.999672243328838	0	0.0374710541087833	0	0	0.0296790119152888
0.962156553656911	0	0.00227642604171922	0.235206457399188	0	0
0.384509404138244	0	0.000812692914325865	0	0	0
0	0	0.595184360513809	0	0	0
0.063094098155629	0	0.293432690785495	0	0	0
0	0	0.99942835804139	0	0	0
0	0	0.000721320659580673	0.996157685723156	0	0
0	0	0.547012768625502	0	0	0
0	0	0	0	0	0.00303666929121636
0	0	0	0.996157685723156	0	0
0	0.631965681916552	0	0	0	0
0	0	9.73663700212588e-05	0	0	0.0184261972642079
0	0	0.999735652555253	0	0	0.999988387982812
0	0	0.0020652244377052	0	0	0.99999999974247
0	0	0.99977778456678	0	0.104143661054658	0
0.115975649207802	0	0.999999249756266	0	0.0208932776112881	0
0	0	0	0	0	0.00392819910222781
0.150720724393814	0	0	0.235206457399188	0.991019421922435	0
0	0	0.994758843909884	0	0	0
0.994128684705348	0	0.734672794506891	0	0	0
0.677122681262435	0	0.000535259836067091	0	0.0445021804746474	0.0272422407409247
0	0	0.948466941187764	0	0.110818696570558	0.00205537529797601
0.0841362782890142	0	0	0	0	0.00079783741884325
0	0	0.841970334458149	0	0	0.0077452188690057
0	0	0.999176157272477	0	0.0240059179901311	0
0	0.586445610195511	0.00474328103273249	0	0	0.0151286385089401
0.986710620599557	0	0.000189563693649766	0	0.206297189220682	0.999999999964779
0	0.419959662121615	0	0	0	0.164820282020275
0	0	0.999999503793316	0	0.015143107789534	0
0	0	0	0	0	0.00482634386882613
0	0	0.132820522927831	0	0.999994722800709	0
0	0	0.066727271119071	0.996157685723156	0.0329128753613603	0
0.999982592938333	0.0388062571800004	0.476540495828413	0	0.111151533904611	0
0	0.999859981396795	0	0	0	0
0.999932206997622	0.0388062571800004	0.197183528938609	0	0.879029528757513	0
0.999815513397221	0	8.80045316406543e-05	0	0.0413961561011487	0
0	0	0	0	0	0
0.998140143962696	0.317031691760348	0.00218725377461787	0	0	0
0	0	0	0	0	0
0	0.32759946781973	0	0	0.10032650589281	0
0	0.98385981573882	0	0	0	0
0	0	0.0040282002720837	0	0.999962800565596	0
0.132817612033608	0	0.0082845956273347	0	0	0
0	0.997911140390374	0	0	0.0106091795276228	0.00649007143766165
0.0733972136594015	0.998821240023321	0	0	0.0219320745339729	0.0149225283635908
0	0.639720899320626	0	0	0.0614673796834557	0
0	0	0	0	0	0
0	0.99998310968027	0	0	0	0
0	0.999996859649428	0	0	0.041010390634062	0
0.319528887122512	0.16100987374576	0.00896239543554212	0	0	0
0.74472385068777	0	0.00308488251897766	0	0.823764245247728	0
0	0.99984981151433	0	0	0.0227564984065412	0.95319258752606
0	0.993617261302477	0.0122730771756749	0	0	0
0	0.999877365023221	0	0	0	0
0.154499024526056	0.321648175066828	0	0	0	0.99974341049569
0	0	0	0	0.999999985843294	0.0042473075741593
0	0.989548154292655	0	0	0	0
0	0.96672428312577	0	0	0.467921091397339	0
0	0.877818560436955	0.00100174611073217	0	0.0344114907489769	0
0	0.882686566704345	0.0019263191328138	0	0.999999999991456	0.00355562032317388
0	0.998558753902819	0	0	0.186752890997699	0.0024474676405811
0.313082982416674	0.950237911493956	0.000243622853946526	0	0	0.00633884261531867
0	0	0	0	0	0
0	0	0	0	0	0.00405008124791744
0	0.999915910970424	0	0	0	0
0	0.888683919299119	0	0	0.22795131762007	0
0	0	0	0	0.032263225609958	0.0644544884333748
0	0	0	0	0	0.905590983568632
0	0	0	0	0.99999871542236	0
0	0.994870440686481	0	0	0.0356460252012854	0.00384394620483045
0	0.635245183472827	0	0	0	0.0639177271832187
0	0	0	0	0	0
0	0.909325193503975	0	0	0.0248496435318121	0
0.0841362782890142	0	0.267701713485925	0	0.201928770307644	0.00176205428422833
0	0.999806095436124	0	0	0	0.99925838773296
0	0.337219509682785	0	0	0	0
0	0	0	0	0.999906935288028	0
0	0	0	0	0	0
0	0.999951947337789	0	0	0	0.0796041396767847
0.0872752214806074	0.244903298695818	0.0513784145282134	0	0.999998276757257	0
0	0.999527701257322	0.00219892410266669	0	0	0.983853946519356
0	0.996773171977339	0	0	0	0
0	0.180047311041712	0.000242998475827523	0	0	0.00374646491850874
0	0.99999598644061	0	0	0.0538987231246292	0
0	0.0576409411123344	0	0	0	0.0326755136554504
0	0.298956886402858	0	0	0	0
0	0	0.000547191887869062	0	0	0.999999964279152
0.131855281356674	0	0.00789237141304777	0	0.0546909873876745	0
0	0	0	0	0	0.00409925020689099
0	0.882686566704345	0	0	0	0
0	0.999775310557996	0	0	0	0
0.654722790606644	0	0	0	0.0639146460905969	0
0	0.996269235189648	0	0	0	0.00674095963765904
0	0	0	0	0.0445021804746474	0
0	0.999997720301015	0.00258250247094625	0	0.138458878151705	0.000571134703781511
0	0.994128501787914	0	0	0	0
0	0.737429915925222	0	0	0.103894444015537	0.0184081498437809
0	0	0	0	0	0.961389723599567
0	0.997525824497976	0	0	0	0.109240577242454
0.151796667478909	0.967021385040375	0	0	0	0
0	0.992555381157548	0	0	0.0226624780678863	0
0.976084519156725	0	0.000903047271115429	0	0	0.00498684348039911
0	0.994283652761456	0	0.235206457399188	0	0
0	0	0	0	0	0.0170119633587013
0	0.999999363632165	0.103509062796224	0	0.148152014136592	0
0.843062960827519	0.953953938362559	0.000327912725305985	0	0	0
0.46679581537716	0	0.000361115262817923	0	0	0.00374240640156832
0	0.355629102394137	0.0218922703135649	0	0.999999999354728	0
0	0	0	0	0	0
0.319528887122512	0.988866777793759	0.0129909153652109	0.235206457399188	0.0547113582753592	0.0350786287697517
0.763859830965032	0	0	0	0	0.00586368981200749
0	0.99997313878913	0	0	0	0
0	0.299333363940288	0.0346887475299301	0	0	0.999997034408729
0	0.999863376384747	0	0	0.010719489197519	0
0	0.999785738930692	0	0	0	0.162883352540878
0	0	0	0	0	0
0	0.999987183245214	0	0	0	0
0.999927403383441	0	0.00112187295984145	0	0	0
0	0	0.001015350850064	0	0	0
0	0.995611624228489	0	0	0	0
0	0.988413363767871	0	0	0	0.0186627507434034
0	0.999997969439186	0.000867625256647191	0	0.631486047356243	0.0019573839607034
0	0.984804306180339	0.00110207058306222	0	0.0161140840487499	0.958109417586705
0.999588425064516	0.23542734259	0	0	0.074582555543855	0
0.115975649207802	0.525259576050031	0.00116266179728228	0.235206457399188	0	0
0	0	0	0	0.0839167093823672	0
0	0	0	0	0	0.999999998525102
0	0	0	0	0	0
0	0.298956886402858	0	0	0.0414156834450315	0
0	0.999210968628633	0	0	0	0
0.172695506901248	0	0.335708377717436	0	0.238874940105733	0.542615576491838
0	0	0	0	0.0368305077169473	0
0.998976115853032	0.0529124559444727	0.107792672568721	0	0.950215264220547	0.0192146482277828
0	0	0	0	0	0
0.979919163234394	0	0.00296916396150624	0	0.183323708998666	0.0132952914303936
0.980988061203392	0	0	0	0	0
0	0.0388062571800004	0	0	0.087173715472269	0
0	0.730478462716682	0	0	0.254684928591139	0
0.132055408019714	0.996319276105891	0	0	0	0.0540780130156609
0.397951707904133	0	0.838767499390159	0	0.999999567370327	0
0.318028330344033	0	0	0	0	0.00264896462263734
0.354292873469236	0	0	0	0	0
0.543738622123982	0	0.0432931147021227	0	0.999999969832511	0.0294665458508696
0.999424715403384	0	0	0	0.0769420190988779	0.999620242049655
0	0	0	0	0.940893454924746	0.0173684260210259
0	0.55110975754253	0.0010744300208166	0	0.718653218368175	0
0.223072813858179	0.596909999051417	0.0305740210926851	0	0.999971764059692	0.0142284990074641
0	0	0	0	0.232556619193873	0
0	0.996819077296514	0	0	0	0
0.607266816575151	0.999988182479468	0	0	0.0570910721375473	0.00294304357797938
0	0	0	0	0.182465727073448	0.0114179815032018
0	0.932441202224261	0	0	0	0
0.893945297772388	0.97886672408013	0	0	0.940785291027093	0.987651168283764
0	0.308859908103487	0	0	0	0.0123058068780234
0	0.999948163647164	0.00152820082324468	0	0	0
0	0.877818560436955	0.001015350850064	0	0.00866237974653808	0
0.063094098155629	0.635245183472827	0	0	0	0
0	0.999843904767503	0	0	0.0930112829150615	0.451948915362467
0	0.999521472977752	0.000217166434370567	0	0.022157478194622	0
0.115975649207802	0	0	0	0	0.00350251560800265
0	0	0	0	0	0
0.481240027528656	0.98895967295856	0	0	0	0.0104649937102393
0	0.392496862815603	0	0	0	0
0.874941893551279	0.816075349654743	0.117474733913026	0	0.23806350948588	0.00107987967122193
0	0	0	0	0	0
0	0.999930489376367	0	0	0	0
0.933537606839213	0.344633730922916	0	0	0.823295922766117	0
0	0.143911959770315	0	0	0	0.0149225283635908
0	0	0	0.432938179205768	0	0
0	0	0.00679309439937097	0	0.602971585973335	0
0	0	0	0	0.0624301204240631	0
0	0	0	0	0.722061149899119	0
0	0	0	0	0	0.00953369458404892
0	0	0	0	0	0.00270936974483668
0	0.996953621283129	0	0	0	0
0.750616160092964	0.323358449188235	0.00437269782201052	0	0	0
0.998640987086942	0	0.0340959140094264	0	0.0413961561011487	0
0	0.999653481545356	0	0	0.0355141383906451	0.785698217417757
0	0	0	0	0	0
0	0	0	0	0.998029549036122	0.0463393031073997
0	0.319774958203707	0	0	0	0.00641241012602062
0	0.32759946781973	0.00431071368295854	0	0.999998739073775	0
0	0	0.0225593441322535	0	0.136382012357546	0.560337082649807
0	0.999999493246189	0	0	0.043224883671236	0
0	0.999996039841991	0.00213309565833637	0	0	0
0.973621044314193	0	0	0	0	0.000248800814748404
0	0	0	0	0.245402537964406	0
0	0.985858135035382	0	0	0	0
0.545684960437225	0	0.00422497990091026	0	0	0
0	0.568011685369189	0	0.235206457399188	0.0315028890939491	0
0	0.999633032562485	0.00318191355128631	0	0	0.999999985135379
0.999803038551933	0	0.739763855642486	0.235206457399188	0.962219513904076	0
0	0.999896012857117	0.00147954925427297	0	0.0708173181106129	0
0	0.987623393141939	0.00277201628451948	0	0	0
0	0	0.43609332270544	0	0	0
0.999994151259714	0	0	0	0	0.00290926060223077
0.987510502077102	0	0	0	0	0.00877637501324022
0.89412314839652	0.999984475809469	0	0	0.172483181953262	0.911348971659259
0	0.999138367308399	0	0	0.010719489197519	0.0427696308006501
0	0.0529124559444727	0.0010179577463935	0	0.0930607671967089	0
0	0.0388062571800004	0.946545811599124	0	0.999999999999999	0.0210683566551578
0	0	0.0678673617878016	0	0	0.00896374854680168
0.997407708207988	0	0	0	0	0.0527845201903666
0	0	0	0	0	0
0	0	0	0	0	0
0.481773005168832	0.873352127009908	0	0	0	0
0	0	0.00810352398279827	0	0.96432507405732	0
0.168200288401456	0	0.00108303799656057	0	0.999992489212615	0.00945490953955793
0.999970813287981	0.180047311041712	0	0	0	0
0.238077358340085	0	0	0	0	0
0.767597669443232	0.23542734259	0.00218725377461787	0	0	0
0.993259673379317	0	0.000365878989590355	0	0.738950643812433	0
0	0	0	0	0	0
0.996285491784047	0	0.00372331986895383	0	0	0
0.131855281356674	0.23542734259	0.00151960751622352	0	0.0930607671967089	0
0	0	0	0	0	0
0	0	0	0	0	0.00593275557518379
0	0	0	0	0	0.00992317398040107
0.169376126416845	0.237101106872427	0.0064892305230335	0	0	0.00586368981200749
0	0.167832781563234	0	0	0	0
0	0	0	0	0	0
0.677122681262435	0.127617291307511	0	0	0	0.00943670386457453
0.487361826343158	0.317031691760348	0.0735815976894537	0	0.0559786313879837	0
0	0	0.000449975085729048	0	0	0
0.974755531138306	0	0.000305714364853962	0	0	0
0.998689053253988	0.12566639642782	0.00212873446966337	0.235206457399188	0.278127513736733	0.571005706587759
0.984388237498782	0	0	0	0.171988863311598	0
0	0	0	0	0	0.00248134603184681
0	0	0	0	0	0
0.933156833867098	0	0.00234575284442877	0	0	0
0.861613259139061	0.487027600027964	0	0	0	0
0	0.0833551645371379	0	0	0.236834592639966	0.000523077524334497
0	0	0	0	0.0417605189888633	0.00384547817696189
0.313082982416674	0.0529124559444727	0.0683747963979387	0.235206457399188	0.920877996795174	0
0.937294872498264	0.333861476675901	0	0	0	0
0.999993525072126	0.190876496000591	0.278648922778926	0	0	0
0	0	0	0	0	0.0433590774701848
0.999259742488382	0	0.0020652244377052	0	0.0652660017246472	0
0.993661312408458	0.932441202224261	0	0	0	0.00168625904374217
0	0	0.000345431012678796	0	0.0317967503830443	0.305830783381015
0.999943770056866	0.237101106872427	0	0	0.0331155690398394	0
0.1153886998779	0	0	0	0	0
0	0	0	0	0	0
0	0	0	0	0.0206144446342667	0
0	0	0.000925424794315491	0	0.0462482136768027	0
0.993114419430205	0.127617291307511	0.728549229691585	0	0	0.00289357396586302
0	0.992106969591946	0	0	0	0
0	0	0	0	0.0703784136651602	0.910231039215025
0	0	0	0	0	0
0.993423068141392	0	0.00118860212766315	0	0.0305106753894888	0
0	0.940689604809604	0	0	0	0.986971656715333
0	0	0.00681699150856079	0	0	0.0279532810773931
0.313082982416674	0.0533792274763881	0.0432931147021227	0	0	0.999999999291484
0	0	0	0	0	0.0019055980183629
0.998737488475808	0.487027600027964	0.0011048998845985	0	0.0167083590042759	0.00634591230912333
0.999507618501951	0	0.00608394934717865	0	0	0
0	0.998987979258074	0	0	0	0
0	0	0	0	0	0.0186141370649614
0.997844397705568	0	0.000453730639920583	0	0.0255181157537382	0
0	0	0	0	0	0
0	0	0	0	0.0830651523827266	0.00384394620483045
0.975572189751981	0	0.00372331986895383	0	0	0.321182892108683
0.729868617153156	0.947854943948282	0.999552341845172	0.235206457399188	0.657634706956901	0
0.0975178810326225	0.430916031591735	0.00085814104592864	0	0	0.00585635489350312
0	0	0.998333548594577	0	0	0.484995281593335
0.28260327121287	0	0	0.996157685723156	0	0
0.876002129853898	0.392496862815603	0.0680547065147136	0	0	0
0.982043106718058	0.126588160571985	0.0142408845278962	0	0.0141717970565342	0
0.999988603797167	0	0.00271820103896065	0	0	0
0	0	0	0	0	0
0.971855802685664	0	0	0	0	0
0.986434601345951	0	0	0	0	0.0113943323174034
